Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
koo				without			sin					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
kuankua'nu tu		what is the "ka" doing here?		grows			crece					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
kue				not	cannot say		no	no puede decir				Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kue ñakuachi				to the little ones			a los pequeños					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
kuee kueni		this is a variant of "kueni kueni"		little by little			poco a poco					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
kuee kueni		this is a variant of "kueni kueni"		little by little			poco a poco					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
kui in ña'a va'a suu saan				it is better than			es mejor que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kui ña va'a				it's a good thing			es una cosa buena					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
vari kui ña va'a ka				it's a good thing			es una cosa buena					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
kukoo				we will be			vamos a ser					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
kuntaso		also means "hate"? get gloss and other forms		we reject	let's not reject		rechacemos	no rechacemos				Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
kuu ntakano				we can say			podemos decir					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kue kuu ka'an		why is this not inflected for 1pl?		cannot say	can		no puede decir	puede				Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
ma				not	let's not reject		not	no rechacemos				Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
ma sana ino				we should not forget			no debemos olividar					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
ma naa		"naa" 'end', 'disapear'; difference from 'have'? get recording and inflections		will not dissapear			no desaparecerá					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
ma naa		"naa" 'end', 'disapear'; difference from 'have'? get recording and inflections		will not dissapear			no desaparecerá					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
naka'an				let's speak			hablemos					Nachaa ra naka'vo sara naka'an toko sa'an ko .	(Let's write), read and speak our language again.	(Vamos escribir), leer, y hablar nuestra idioma de nuevo.
naka'an				let's speak			hablamos					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
naka'vo				let's read			leamos					Nachaa ra naka'vo sara naka'an toko sa'an ko .	(Let's write), read and speak our language again.	(Vamos escribir), leer, y hablar nuestra idioma de nuevo.
nakutu'i				they will learn			aprendan					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
nakuu ino		is the "na-" future/modal/hortative? or is this the normal verb stem?		we feel			nos sentimos					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
nasana ino				we forget			olividemos					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
naskua'a ko 				we study			estudamos					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
nasna'a				I will teach			voy a enseñar					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
kuu ntakano				we can say	we say		podemos decir	decimos				Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
				everything			todo					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
ntikachi				sheep			borrego					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
ntoo				we suffer			sufrimos					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
ntoñu'u				lost			perdido					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
nuu ñunu				in the net			en la red					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
nuu				in			en					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
nuu				to			a					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
sa'an ko				our language			nuestro idioma					Nachaa ra naka'vo sara naka'an toko sa'an ko .	(Let's write), read and speak our language again.	(Vamos escribir), leer, y hablar nuestra idioma de nuevo.
sa'an xchila				spanish			español					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
sa'an ko				our language			nuestro idioma					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
