Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ki'nia				he shoots	shoot at it		tira	tirarle				Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
in kii				once upon a time			érase una vez					In kii ntsio in ñasuii luu .	One upon a time liver was a little boy.	Érase una vez vivía un niño.
in kii				one day			un día					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
		what POS is this? is this the noun for "daytime"? what is the set of: "day" - "night"? How to you say: "it is daytime" - "it is night time"?		daytime	day		día					Sara ta ntuu kii xchaan nta'i in ñasuii luu ka ñantu'i .	Then when it was morning the next day,....	Y cuando estaba la mañana el día siguente......
kua'an ti				it (animal) went away			él (animal) se fue					Sara kunkuaa ra saa luu ka ntava ti kua'an ti .	And then it was getting dark and the little bird flew and went away.	Y entonces oscurecía y el pájaro pequeño voló y se fue.
kua'in				went			fue	íba				Ta ntsinia in saa ra ntanai ti kua'in saan ni .	Whenever he would see a bird, he would always follow it.	Cuando veía un pájaro, so siempre siguería.
kunkuaa				get dark			oscureció					Sara kunkuaa ra saa luu ka ntava ti kua'an ti .	And then it was getting dark and the little bird flew and went away.	Y entonces oscurecía y el pájaro pequeño voló y se fue.
kuntasya'a				I'll drop off	I'll drop you off		dejo	to dejo				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
ñasuii luu				little boy	little	small	pequeño niño	pequeño				In kii ntsio in ñasuii luu .	One upon a time liver was a little boy.	Érase una vez vivía un niño.
luu				little			pequeño					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
mancha				up to	up to a tree		hasta	hasta un árbol				Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
michu'mi				right now			horita					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
miki				never			nunca					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
miki				never			nunca jamás					Sara ñasuii luu ka niyu'u xiin ra miki ka nitsa'in ka'nia saa .	Then the very scared little boy never returned to kill birds ever again.	Y el niño pequeño muy asustado nunca jamás volvió para matar pájaros.
naka'ncha yu				I'm chopping			estoy cortando	corto				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
naku'un yu				I'll go			voy a ir	irá				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
nano'o				let's go home			vamos a casa					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
nchu'a				very										
saan ni				always			siempre					Ta ntsinia in saa ra ntanai ti kua'in saan ni .	Whenever he would see a bird, he would always follow it.	Cuando veía un pájaro, so siempre siguería.
saan ni		Can this mean "(in) the same way", "likewise"?		just like that			de repente					Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
saan ni				?			?					Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
nikachi				said			dijó					Sara nikachi ñasuii luu ka :	Then the little boy said:	Y dijó el pequeño niño:
nikachi				said			dijó					Sara nikachi ñachaa ka :	Then that man said:	Y aquel hombre dijó:
niki'ni				shot	he shot again	he shot at it again	tiró	tiró de nuevo	le tiró de nuevo			Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
nikintoi				fell down			cayó					Sara ñasuii luu ka nikintoi ika ñantu'i nta'ia vari nikuaa .	Then the little boy fell and sat down crying because it was night time.	Y entonces el niño pequeño se cayó llorando porque estaba la noche.
nikitsai				began			empezó					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
nikuaa		is this a verb? Does this mean "be dark" or "night"? How do you say: "night"? "dark"? is this a verb? Does this mean "be dark" or "night"? How do you say: "night"? "dark"?		it was night			estaba la noche					Sara ñasuii luu ka nikintoi ika ñantu'i nta'ia vari nikuaa .	Then the little boy fell and sat down crying because it was night time.	Y entonces el niño pequeño se cayó llorando porque estaba la noche.
nitsa'in				returned			vovió					Sara ñasuii luu ka niyu'u xiin ra miki ka nitsa'in ka'nia saa .	Then the very scared little boy never returned to kill birds ever again.	Y el niño pequeño muy asustado nunca jamás volvió para matar pájaros.
niyu'u				scared	frightened									
niyu'u				he approached			acercó					Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
niyu'u ta yu		also a phrase/MWE "yu'u ta yu" V ADV 1S also a phrase/MWE "yu'u ta yu" V ADV 1S		I'm scared			tengo miedo					— Nta'i yu vari niyu'u ta yu .	I'm crying because I'm scared.	Estoy llorando por qué tengo miedo.
niyu'u xiin		the lemma of this is "yu'u xeen" and inflecting it for 3pers makes the vowel change in the adverbial portion of the MWE to "xiin". the lemma of this is "yu'u xeen" and inflecting it for 3pers makes the vowel change in the adverbial portion of the MWE to "xiin".		very scared			muy asustado					Sara ñasuii luu ka niyu'u xiin ra miki ka nitsa'in ka'nia saa .	Then the very scared little boy never returned to kill birds ever again.	Y el niño pequeño muy asustado nunca jamás volvió para matar pájaros.
nta'a		literally: 'hand'		branch	the branch of a tree		rama	la rama de un árbol				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
nta'i				cried			lloró					Sara ta ntuu kii xchaan nta'i in ñasuii luu ka ñantu'i .	Then when it was morning the next day,....	Y cuando estaba la mañana el día siguente......
nta'ia				cried	crying		lloraba	lloró				Sara ñasuii luu ka nikintoi ika ñantu'i nta'ia vari nikuaa .	Then the little boy fell and sat down crying because it was night time.	Y entonces el niño pequeño se cayó llorando porque estaba la noche.
ña nta'ia		(check with speakers!) this appears to be a nominalizer "ña". Check why the verb would be inflected with "-a" though..		the crying			alguien estaba llorando	los gritos				Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
nta'iu				you are crying			lloras					— ¿ Nchii sa'u ña nta'iu ?	Why are you crying?	¿Porqué estás llorando?
ma nta'iu				don't cry	you cry		no lloras	lloras				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
ntanaa				followed			siguió					Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
ntanai				followed			siguería	siguió				Ta ntsinia in saa ra ntanai ti kua'in saan ni .	Whenever he would see a bird, he would always follow it.	Cuando veía un pájaro, so siempre siguería.
ntantuki				looked for			buscó					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
ntava ti				it flew	it flew away		voló	salió volando				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ntava ti				it (animal) flew away			él (animal) voló	él (animal) salió volando				Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
ntava ti				it (animal) flew			él (animal) voló					Sara kunkuaa ra saa luu ka ntava ti kua'an ti .	And then it was getting dark and the little bird flew and went away.	Y entonces oscurecía y el pájaro pequeño voló y se fue.
ntsa'an				came back			regresó					Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ntsa'an ra				he came			vino					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsanche'e ra				he saw			vió					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsikuntu'u		"ntsi-" is the imperfective prefix (or at least what functions as such as I'm not sure what the SIL people refer to it as.)  "ntsi-" is the imperfective prefix (or at least what functions as such as I'm not sure what the SIL people refer to it as.) 		was sitting	it (animal) was sitting		se sentaba	él (animal) se sentaba				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ntsini so'o ra				he heard			él oyó					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsinia				he saw			vio					Ta ntsinia in saa ra ntanai ti kua'in saan ni .	Whenever he would see a bird, he would always follow it.	Cuando veía un pájaro, so siempre siguería.
ntsinia				he saw			vió					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
ntsio				lived			vivía	vivió				In kii ntsio in ñasuii luu .	One upon a time liver was a little boy.	Érase una vez vivía un niño.
ntuku				looking for			buscando					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
		what POS is this? is this the noun for "daytime"? what is the set of: "day" - "night"? How to you say: "it is daytime" - "it is night time"?		daytime			día					Sara ta ntuu kii xchaan nta'i in ñasuii luu ka ñantu'i .	Then when it was morning the next day,....	Y cuando estaba la mañana el día siguente......
nuu				where	where he was sitting		dónde	dónde sentaba				Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsini so'o ra				he heard			él oyó					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsa'an ra				he came			vino					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ntsanche'e ra				he saw			vió					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
sa'u		(ask speaker) so is this parsable literally as: "what are you making that you are crying?" (ask speaker) so is this parsable literally as: "what are you making that you are crying?"		you make			haces					— ¿ Nchii sa'u ña nta'iu ?	Why are you crying?	¿Porqué estás llorando?
saa				bird			pájaro					Saan so ta'an ta inia ka'nia saa .	He always wanted to kill birds.	Siempre quiería matar pájaros.
saan ni		Can this mean "(in) the same way", "likewise"?		just like that			de repente					Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
saan ni				?			?					Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
ntsini so'o ra				he heard			él oyó					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ta'an ta inia		Also a multi-word expression "ta'an ta ini" Also a multi-word expression "ta'an ta ini"		wants	desires		quiere					Saan so ta'an ta inia ka'nia saa .	He always wanted to kill birds.	Siempre quiería matar pájaros.
ta				very			muy					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
niyu'u ta yu		also a phrase/MWE "yu'u ta yu" V ADV 1S also a phrase/MWE "yu'u ta yu" V ADV 1S		I'm scared			tengo miedo					— Nta'i yu vari niyu'u ta yu .	I'm crying because I'm scared.	Estoy llorando por qué tengo miedo.
ta'an ta inia		Also a multi-word expression "ta'an ta ini" Also a multi-word expression "ta'an ta ini"		wants	desires		quiere					Saan so ta'an ta inia ka'nia saa .	He always wanted to kill birds.	Siempre quiería matar pájaros.
ti				it			lo					Ta ntsinia in saa ra ntanai ti kua'in saan ni .	Whenever he would see a bird, he would always follow it.	Cuando veía un pájaro, so siempre siguería.
tumi ti				it's feathers			sus plumas					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
ki'nia ti		"ti" functioning as the semantic role of undergoer (or object)		shoot at it	at it		tirarle	le				Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
ntava ti				it flew	it flew away		voló	salió volando				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ntsikuntu'u ti				it (animal) was sitting			él (animal) se sentaba					Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ti				at it	he shot at it again		le	le tiró de nuevo				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ntava ti				it (animal) flew away			él (animal) voló	él (animal) salió volando				Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
ntava ti				it (animal) flew			él (animal) voló					Sara kunkuaa ra saa luu ka ntava ti kua'an ti .	And then it was getting dark and the little bird flew and went away.	Y entonces oscurecía y el pájaro pequeño voló y se fue.
kua'an ti				it (animal) went away			él (animal) se fue					Sara kunkuaa ra saa luu ka ntava ti kua'an ti .	And then it was getting dark and the little bird flew and went away.	Y entonces oscurecía y el pájaro pequeño voló y se fue.
niki'ni tuki				he shot again	again	he shot at it again	tiró de nuevo	de nuevo	le tiró de nuevo			Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
tuku				again			de nuevo					Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
tumi				feather	it's feathers		pluma	sus plumas				Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
tutu				wood			madera					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
tutú				wood			madera					Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
