Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
vii nchu'a				very well			muy bien					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
vitsi				cold			frío					Vitsi ntisaan so xchaan na'a .	It is always very cold in the morning.	Hace siempre frío por la mañana.
yee kii				some days			algunos días					Yee kii kuun yu'a .	Some days ice falls.	
yoo				season	dry season		estación	estación seca				Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
yoo savi				Rain Season			estación de lluvia					Yoo savi kuu mayo mancha septiembre .	The Rain Season is May to September	La estación de lluvia es desde mayo hasta septiembre
				Rain Season			estación de lluvia					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
yoo vitsi				cold season			estación fría					Yoo vitsi kuu octubre mancha enero .	Cold season is from October until January.	La estación fría va de octubre a enero.
a				or			o					Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
aju				garlic			ajo					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
avri				April			abril					Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
chi'i na chikuii				they water	they pour water		regan					Tsoso na a chi'i na chikuii .		
kuena chi'i				they water			ellos regan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
chi'i na				they water			riegan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
chi'i na				they water			riegan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
chi'i na				they pour			echan					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
chika na				they gather			juntan					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
chika na				they put			ponen					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
chika vá'a na				they store away			guardan					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
chikuii				water			agua					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
chi'i na chikuii				they water	they pour water		regan					Tsoso na a chi'i na chikuii .		
chi'i na chikuii				they water	they pour water		regan					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
enero				January			enero					Yoo vitsi kuu octubre mancha enero .	Cold season is from October until January.	La estación fría va de octubre a enero.
febreru				February			febrero					Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
kue icha				grasses	grass		hierbas	hierba				Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
yoo ichi				dry season			estación seca					Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
iin				?			?					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
iki				pumpkin			calabaza					Saani tuku satutu na iki tsi tintuyu .	And then again they harvest the pumpkin and squash.	Y de nuevo, cosechan la calabaza y (?).
inka				other			otro					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
ntua isu				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
itu				corn field			maizal					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
				roots of the plant			raíz de la planta					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
itu				field			campo					Kue nivi skee na itu .	The people harvest the field.	La gente cosechan el campo.
katsi				eat			comen					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
kii				day			día					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
yee kii				some days			algunos días					Yee kii kuun yu'a .	Some days ice falls.	
kiti				horse			caballo					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
kitsaa na				arrive	begin		llega	empieza				Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tu'un na ku'u				they pull weeds	weed		arrancan malas hierbas	mala hierba				Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
ku'u				weed	weeds		mala hierba	malas hierbas				Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
ku'u				weed			mala hierba					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
kua				around			aproximadamente					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntua kua'a				gourd			guaje					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
				many people			mucha gente					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
kuaa				about	around		aproximadamente					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
kuai				around			alrededor de					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
kue												Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
kue				the			los					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
tsa'nu kue				we grow			crecemos					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
kue icha				grasses			hierbas					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
kue ku'u				weeds			malas hierbas					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
kue				the			las					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
sachuun kuena				they work			trabajan					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
tsaki kuena				they plant			plantan					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
kuena chi'i				they water			ellos regan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
kui'i				fruit			fruta					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
ntuchi kuitsi				white beans			frijoles blancos					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
kulantru				cilantro			cilantro					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
ntiki kulantru				cilantro seed			semilla de cilantro					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
kuu				is			está					Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
kuu				is			es					Yoo savi kuu mayo mancha septiembre .	The Rain Season is May to September	La estación de lluvia es desde mayo hasta septiembre
kue kuun savi				it doesn't rain			no llueve					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
kuun savi		
                  use this example in dictionaryuse this example in dictionary		it rains			llueve					Kue yoo yo'o kuun nchu'a savi .	These months it rains a lot.	En estes meses llueve mucho.
kuun savi				it rains			llueve					Kue kuun savi .	It doesn't rain.	No llueve.
kuun yu'a		
                  Why not "kuun iin"? is this just to explain hail before using the vocabularyWhy not "kuun iin"? is this just to explain hail before using the vocabulary		ice falls			graniza					Yee kii kuun yu'a .	Some days ice falls.	
lechuga				lettuce			lechuga					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
lenteja				lentils			lenteja					Nuu yee chikuii tsaki na aju , tikumi , kulantru , lechuga tsi lenteja .		
lima				lime			lima					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
lurru				donkey			burro					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
ma nita'via				have not boomed			no floreció					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
makuxi				?			?					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
mancha				until			hasta					Yoo ichi kuu febreru mancha avri .	The dry season is from February to April.	La estación seca está de febrero hasta abril.
mancha				until			a					Yoo vitsi kuu octubre mancha enero .	Cold season is from October until January.	La estación fría va de octubre a enero.
marsu				March			marzo					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
mastansia				mustard			mostaza					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
mayo				May			mayo					Yoo savi kuu mayo mancha septiembre .	The Rain Season is May to September	La estación de lluvia es desde mayo hasta septiembre
merka				mark								Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
mi'ncha				prickly pear			ñopal					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
minu				mint			menta					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tsatsi na				people eat			la gente comen					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
kitsaa na				people begin			la gente comiezan					Kitsaa na sachuun na su'a :	People begin their work like this:	La gente empiezan su trabajo así:
sachuun na				their work			su trabajo					Kitsaa na sachuun na su'a :	People begin their work like this:	La gente empiezan su trabajo así:
chi'i na				they water	they pour		la gente riegan					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
nchatu na				they wait			esperan					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
ntasa'a na				they do			hacen					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
chi'i na				they water			riegan					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
skana na				they plant			sembran					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
tsatsi na				people eat			la gente come					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
				?			?					Tsoso na a chi'i na chikuii .		
chi'i na chikuii				they water	they pour water		regan					Tsoso na a chi'i na chikuii .		
ntachi'i na				they till			labran					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
				?			?					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
tu'un na				they pull	they pull weeds		arrancan	arrancan malas hierbas				Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
chika na				they gather			juntan					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
tava na				?			?					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
ntane'e na		
                  (TS) Here when the corn plants are small, the plow it so it will redeposit onto the ground so it can grow bigger(TS) Here when the corn plants are small, the plow it so it will redeposit onto the ground so it can grow bigger		pick up			recogen					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
chi'i na chikuii				they water	they pour water		regan					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
		
                  and stopand stop		they stop			dejan					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
