Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
chain				among			entre					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
in				a			una					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
in				a	a small town		un	un pueblo pequeño				Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
inkaa in ña'á				there was a woman			>había una mujer					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
kua'an in ñasi'i luu				a small girl came			vino una niña pequeña					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
ini tsikavichi ka				in the basket			en la canasta					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
inkaa in ña'á				there was a woman			>había una mujer					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
inkaa				it was			estaba					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
nuu inkaa ñasi'i luu ka				towards the little girl			hacia la niña					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
sara nikachi ñaña'á ka				and then that woman said			y aqulla mujer dijó					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
nuu inkaa ñasi'i luu ka				towards the little girl			hacia la niña					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
ini tsikavichi ka				in the basket			en la canasta					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
ka'nu				big			grande					In staa ka nikana kuku ra ka'nu .	One tortilla came out thick and big.	Una tortilla salió gueso y grande.
katsi				to eat			comer					Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
kuni yu katsi yo				I want to eat you			quiero comerte					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you			quiero comerte					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you			quiero comerte					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
katsi				I eat	I want to eat	I want to eat you	como	quiero comer	quiero comerte			— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kayi				there			allí					Kua'in kayi ka sara ntakita'in tsi in chaa kuika ta .	There it went and then it met with a very rich man.	Se fue y se encontró un hombre muy rico.
in kii				one day	once upon a time		érase una vez					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
kua'a ta				a lot			muchas					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
kua'an				comming	a small girl came		viene	vino una niña pequeña				Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
sketi kua'in				it ran away			salió corriendo					Sara nikanti nuu tsio ra sketi kua'in .	Then it jumped off the grill and it ran away.	Y se saltó del comal y salió corriendo.
sketi kua'in				ran away			salió corriendo					Cha staa ka ra ntsakui sara sketi kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
kua'in				it left			se fue					Cha staa ka ra ntsakui sara kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
kua'in				it left			se fue					Cha staa ka ra ntsaku tuki sara kua'in .	And the tortilla laughed again and then went.	Y la tortilla rió y se fue.
kuika				rich	a very rich man		rico	un hombre muy rico				Kua'in kayi ka sara ntakita'in tsi in chaa kuika ta .	There it went and then it met with a very rich man.	Se fue y se encontró un hombre muy rico.
kuku				thick			grueso					In staa ka nikana kuku ra ka'nu .	One tortilla came out thick and big.	Una tortilla salió gueso y grande.
kunchatu				come back			vuelve					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kunchatu				come back			vuelve					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kunchatu				come back			vuelve					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kunchatu				come back			vuelve					— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni ná				she wants			quiere					Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu				I want	I want to eat	I want to eat you	quiero	quiero comer	quiero comerte			— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
in ñuu luu				a small town			un pueblo pequeño					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
kua'an in ñasi'i luu				a small girl came			vino una niña pequeña					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
ñasi'i luu				that little girl			aqulla pequeña niña					Ñasi'i luu ka ra tsi'i nchu'i soko .	The little girl was very hungry.	La niña tenía mucho hambre.
ñasi'i luu yo'o				that little girl here			esta niña aquí					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
nuu inkaa ñasi'i luu ka				towards the little girl			hacia la niña					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
ma				not	didn't allow	did not allow the woman to eat him	no	no permite	no se permitió a ser comido por la mujer			Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
mii				itself	did not allow the woman to eat him	didn't allow himself to be eaten by the woman	sí misma	no se permitió a ser comido por la mujer				Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
nakatsia				for her to eat			que coma					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
nchaa				?			?					Cha ñáchaa ka ra nchaa ka katsia sara nikachia :	And then that man (?) to eat the tortilla and said:	
nchai				cooking			cocinando					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
nchika si'i				it hid itself			se escondió					Cha staa ka ra ntsakui sara nchika si'i .	Then the tortilla laughed and then hid.	Y la tortilla rió y se escondió.
tsi'i nchu'i soko				was very hungry			tenía mucho hambre					Ñasi'i luu ka ra tsi'i nchu'i soko .	The little girl was very hungry.	La niña tenía mucho hambre.
sara nikachi ñaña'á ka				and then that woman said			y aqulla mujer dijó					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
nikachia				he said			dijó					Cha ñáchaa ka ra nchaa ka katsia sara nikachia :	And then that man (?) to eat the tortilla and said:	
nikana				came out								In staa ka nikana kuku ra ka'nu .	One tortilla came out thick and big.	Una tortilla salió gueso y grande.
nikani				it said			dijó					Sara ñaña'á ka ntatsia staa ka ra nikani :	And so that woman chased the tortilla and said:	Y entonces la mujer persiguió la tortilla y dijó:
nikanti nuu tsio				it jumped off the grill	it jumped down from the grill	it jumped	saltó de la comal	se bajó de la comal	salió			Sara nikanti nuu tsio ra sketi kua'in .	Then it jumped off the grill and it ran away.	Y se saltó del comal y salió corriendo.
nikanti				it jumped			saltó					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
nikañi				it growled			él gruñó					Ta ntsinia nuu staa ka sara nikañi :	When he saw the tortilla's face he growled:	Cuando él vi la cara de la tortilla él gruñó:
niketi				it entered			entró en					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
niya'i				it approached			se aproximó	se acercó				Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
ntakita'in tsi				it met	it came across	it encounted	se encontró					Kua'in kayi ka sara ntakita'in tsi in chaa kuika ta .	There it went and then it met with a very rich man.	Se fue y se encontró un hombre muy rico.
ntakita'in				it met			encontró					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
ntatsia				chased			persiguió					Sara ñaña'á ka ntatsia staa ka ra nikani :	And so that woman chased the tortilla and said:	Y entonces la mujer persiguió la tortilla y dijó:
staa nti'i				fat tortilla			tortilla gorda					Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
staa nti'i				fat tortilla	fat		tortilla gorda	gordo				Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
staa nti'i				fat tortilla			tortilla gorda					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
staa nti'i				fat tortilla			tortilla gorda					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
staa nti'i				fat tortilla			tortilla gorda					¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
staa nti'i				fat tortilla			tortilla gorda					— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
ntiva'u				coyote			coyote					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
ntsa'i				allow	didn't allow	did not allow the woman to eat him	permite	no permite	no se permitió a ser comido por la mujer			Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
ntsaku tuki				laughed again			rió de nuevo					Cha staa ka ra ntsaku tuki sara kua'in .	And the tortilla laughed again and then went.	Y la tortilla rió y se fue.
ntsakui				laughed			rió					Cha staa ka ra ntsakui sara sketi kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
ntsakui				it laughed			rió					Cha staa ka ra ntsakui sara kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
ntsakui				it laughed			rió					Cha staa ka ra ntsakui sara nchika si'i .	Then the tortilla laughed and then hid.	Y la tortilla rió y se escondió.
ntsinia				it saw			vio					Ta ntsinia nuu staa ka sara nikañi :	When he saw the tortilla's face he growled:	Cuando él vi la cara de la tortilla él gruñó:
ntsinia				it saw			vio					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
nikanti nuu tsio				it jumped off the grill	it jumped down from the grill	off of the grill	saltó de la comal	se bajó de la comal	del comal			Sara nikanti nuu tsio ra sketi kua'in .	Then it jumped off the grill and it ran away.	Y se saltó del comal y salió corriendo.
nuu				where			donde					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
nuu				face	the tortilla's face		cara	la cara de la tortilla				Ta ntsinia nuu staa ka sara nikañi :	When he saw the tortilla's face he growled:	Cuando él vi la cara de la tortilla él gruñó:
nuu inkaa ñasi'i luu ka				towards the little girl			hacia la niña					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
kuni ná				she wants	she		quiere	ella				Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
ná				she	she names		ella	llama				Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
sara				then			entonces					Cha staa ka ra ntsakui sara sketi kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
sara nikachi ñaña'á ka				and then that woman said			y aqulla mujer dijó					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
sara				then			pues					Ta ntsinia nuu staa ka sara nikañi :	When he saw the tortilla's face he growled:	Cuando él vi la cara de la tortilla él gruñó:
nchika si'i				it hid itself			se escondió					Cha staa ka ra ntsakui sara nchika si'i .	Then the tortilla laughed and then hid.	Y la tortilla rió y se escondió.
sketi kua'in				it ran away			salió corriendo					Sara nikanti nuu tsio ra sketi kua'in .	Then it jumped off the grill and it ran away.	Y se saltó del comal y salió corriendo.
sketi kua'in				ran away			salió corriendo					Cha staa ka ra ntsakui sara sketi kua'in .	And then the tortilla laughed and ran away.	Y la tortilla rió y se fue.
skunani ná				she names			llama					Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
tsi'i soko				was hungry			tiene hambre					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
tsi'i nchu'i soko				was very hungry			tenía mucho hambre					Ñasi'i luu ka ra tsi'i nchu'i soko .	The little girl was very hungry.	La niña tenía mucho hambre.
staa				tortilla			tortilla					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
staa nti'i				fat tortilla			tortilla gorda					Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
nuu staa				the tortilla's face			la cara de la tortilla					Ta ntsinia nuu staa ka sara nikañi :	When he saw the tortilla's face he growled:	Cuando él vi la cara de la tortilla él gruñó:
ta				very	a very rich man		muy	un hombre muy rico				Kua'in kayi ka sara ntakita'in tsi in chaa kuika ta .	There it went and then it met with a very rich man.	Se fue y se encontró un hombre muy rico.
taku				taco			taco					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
ntakita'in tsi				it met	it came across	it encounted	se encontró					Kua'in kayi ka sara ntakita'in tsi in chaa kuika ta .	There it went and then it met with a very rich man.	Se fue y se encontró un hombre muy rico.
tsi				with			con					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
tsi'i soko				was hungry			tiene hambre					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
tsi'i nchu'i soko				was very hungry			tenía mucho hambre					Ñasi'i luu ka ra tsi'i nchu'i soko .	The little girl was very hungry.	La niña tenía mucho hambre.
tsikavichi				basket			canasta					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
ini tsikavichi ka				in the basket	basket		en la canasta	canasta				Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
nikanti nuu tsio				it jumped off the grill	it jumped down from the grill	grill	saltó de la comal	se bajó de la comal	comal			Sara nikanti nuu tsio ra sketi kua'in .	Then it jumped off the grill and it ran away.	Y se saltó del comal y salió corriendo.
ntsaku tuki				laughed again			rió de nuevo					Cha staa ka ra ntsaku tuki sara kua'in .	And the tortilla laughed again and then went.	Y la tortilla rió y se fue.
uun				empty			vacío					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
xiko				sells			vende					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
yachi				near			cerca					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
kuni yu katsi yo				I want to eat you	you		quiero comerte	te				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	you		quiero comerte	te				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	you		quiero comerte	te				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	you		quiero comerte	te				— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
ñasi'i luu yo'o				that little girl here	this	here	esta niña aquí	esta				" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, wait, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu katsi yo				I want to eat you	I want to eat		quiero comerte	quiero comer				¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu				I want	I want to eat	I want to eat you	quiero	quiero comer	quiero comerte			— ¡ Staa nti'i , kunchatu , kuni yu katsi yo !	Fat tortilla, come back, I want to eat you!	¡Tortilla gorda, vuelve, quiero comerte!
kuni yu				I want			quiero					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
yu				me			me					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
yukú				woods			el bosque					Ntsai yukú ka sara ntakita'in tsi in ntiva'u ñá tsi'i soko .	It arrived in the woods and met with a hungry coyote.	Llegó en el bosque y encontró con un coyote que tenía hambre.
yutu				tree			árbol					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
ñasi'i				girl	that little girl		niña	aqulla pequeña niña				Ñasi'i luu ka ra tsi'i nchu'i soko .	The little girl was very hungry.	La niña tenía mucho hambre.
ña				it			la					Sara kuni ná skunani ná ña : staa nti'i .	And then she wanted to name it: fat tortilla.	Y quería llamarla: "tortilla gorda"
ña				that			que					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
