Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
kue chata				the hens			las gallinas					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
chiin				talon			garra					Nti'i so to'lo ka kumi ti chiin sata tsa'a ti .	All the roosters have claws on the back of their feet.	Todos los gallos tienen garras en el fondo de sus pies.
chiin				talon			garra					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
chikuii				water	in the water		agua	en la agua				Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
chikuii				water	in the water		agua	en el agua				Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
gallo de roca				Andean cock-of-the-rock			gallo de roca					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
ika				there			allí					Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
inka				other	the other roosters got the main one sick		outro	los otros gallos propagaron una enfermidad al principal				Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
inka				others			outros					Cha inka ka kue to'lo ka tsi chata ka ntatsi kueti .	And then all the other roosters and hens chased him away.	Y pues todos los outros gallos y gallinas lo persiguio.
inka				other			oltro					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
inka kue to'lo				other roosters			otros gallos					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
nuu inka ñuu				in another place			in un otro lugar					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
inkaa				was			estuve					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
inkai				was			estuve					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
				the other roosters got the main one sick			los otros gallos propagaron una enfermidad al principal					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
				the other roosters got the main one sick			los otros gallos propagaron una enfermidad al principal					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
				the other roosters got the main one sick								Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
To'lo ña kue kana ka				The rooster that doesn't sing			El gallo que no canta					Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
kaka na'a ti				it (animal) fights			él (animal) lucha					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
							cantar							
kana ti				it (animal) sang			cantó					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
kana				sing	The rooster that doesn't sing		canta	El gallo que no canta				Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
kani				the main one	the other roosters got the main one sick		el principal					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
In kii				once upon a time			érase una vez					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
In kii				one day			un día					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
kua'a				red			rojo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
kua'an				went	it (animal) went	it (animal) went alone	se fue	él (animal) se fue	él (animal) se fue solo			Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
kuaan				yellow			amarillo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
kuacha na				were happy			estuvieron felices					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
kue to'lo				the roosters	the other roosters got the main one sick		los gallos	los otros gallos propagaron una enfermidad al principal				Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
kue to'lo				the roosters			los gallos					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
kue chata				the hens			las gallinas					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
kue nivi				the people			la gente					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
kue				doesn't	The rooster that doesn't sing		no	El gallo que no canta				Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
kue nivi				people			la gente					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
kue to'lo na				their roosters			sus gallos					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
inka kue to'lo				other roosters			otros gallos					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
niki'in kue'e ti		"ki'in kue'e" 'get sick'		it (animal) got sick	sick		él (animal) se enfermo	enfermo				In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
ntatsi kuena				they followed			sigueron					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
kueti				they (animal)			ellos (animal)					Cha inka ka kue to'lo ka tsi chata ka ntatsi kueti .	And then all the other roosters and hens chased him away.	Y pues todos los outros gallos y gallinas lo persiguio.
kueyi				sickness	the other roosters got the main one sick		enfermidad					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
ntsini kueyi				they saw			vieron					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
nti'i kueyi				they all			todos ellos					Nuu nti'i kueyi nchinchii ñasuii luu ka .	They all stood there with the boy. They all stood there looking at the boy.	Todos se pararon allí con el niño.
nikachi kueyi				they said			dijeron					Cha nikachi kueyi nuu to'lo ka :	And they said to the rooster:	Y dijeron al gallo:
kukuu ti				it (animal) becomes	starts the process to be		empeza a ser					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
kumi ti				it (animal) has			él (animal) tiene					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
Meu kuu				you are			tú eres					— Meu kuu in to'lo ña va'a ka ñuu yo'o .	You are the best rooster in this town.	Eres el mejor gallo en este pueblo.
luu				small			pequeño					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
luu				small			pequeño					Nuu nti'i kueyi nchinchii ñasuii luu ka .	They all stood there with the boy. They all stood there looking at the boy.	Todos se pararon allí con el niño.
ma				not			no							
ma				not	could not		no	no pudo				Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
ma'in chikuii				in the water			en la agua					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
ma'in chikuii				in the water			en el agua					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
mancha yucha				to the lake			hasta el lago					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
kua'an mitu'un ti				it (animal) went alone	alone		él (animal) se fue solo	solo				Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
kuacha na				were happy			estuvieron felices					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
natatsi na		is this in past tense? is this in past tense?		they  would chase			ahuyentaron	ahuyentarían				Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
ntasaa na				they took off	they ran off		despegaron					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
sa'a na				they made			hicieron					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
ntasama na				they changed			cambian					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
skunani na				they named			llamaron					Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
ntasaxeen na				they sharpen			afilan					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
kue to'lo na				their roosters			sus gallos					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
Kuni na				they want			quieren					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
satu'va na				they prepare			preparan					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
to'lo na				thier rooster			su gallo					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
kaka na'a ti				it (animal) fights			él (animal) lucha					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
nani ti				it (animal) is called	it (animal) is named		él (animal) se llama					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
nania				called	named		se llama					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
natatsi na		is this in past tense? is this in past tense?		they  would chase			ahuyentaron	ahuyentarían				Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
ncha'a				salsa	mole	cure						Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
nchai				food			comida					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
nchinchii		why is this verb not inflected?		stood			se pararon					Nuu nti'i kueyi nchinchii ñasuii luu ka .	They all stood there with the boy. They all stood there looking at the boy.	Todos se pararon allí con el niño.
vitsi nchu'a so				extremely cold	very cold		muy frío					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
nikachi kueyi				they said			dijeron					Cha nikachi kueyi nuu to'lo ka :	And they said to the rooster:	Y dijeron al gallo:
nikana ti				it (animal) sang			él (animal) canto					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
nikanchii				sun			sol					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
niki'in kue'e ti		"ki'in kue'e" 'get sick'		it (animal) got sick			él (animal) se enfermo					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
niku'u ti				it (animal) was sick			él (animal) era enfermo					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
niku'u ti				it (animal) got sick			se había enfermado					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
nikuni ti				it (animal) wanted			él (queria) quería					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
nikuntasi				rejected			rechazaban					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
nikuu				could			podía							
ma nikuu				could not			no pudo					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
nikuun savi				it rained			lluvia					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
nivi				people			gente					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
tsa'a nivi nivi				people's feet			los pies de la gente					Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
kue nivi				the people			la gente					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
kue nivi				people			la gente					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
ntasaa				took off	ran off	they took off	despegaron					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
ntasama na				they changed			cambian					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
ntasaxeen na				they sharpen			afilan					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
ntatsi				chased			perseguieron					Cha inka ka kue to'lo ka tsi chata ka ntatsi kueti .	And then all the other roosters and hens chased him away.	Y pues todos los outros gallos y gallinas lo persiguio.
ntatsi kuena				they followed			sigueron					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
nti'i kueyi				they all			todos ellos					Nuu nti'i kueyi nchinchii ñasuii luu ka .	They all stood there with the boy. They all stood there looking at the boy.	Todos se pararon allí con el niño.
ntiya'a				brown			marron					Kumi ti tumi ntiya'a .	It (animal) has brown feathers.	Él (animal) tiene plumas marrones.
ntsikana ti				it (animal) used to sing			él (animal) cantaba					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
ntsikana ti				it (animal) sang			él (animal) cantaba					Cha ntsikana ti su'a : " Kikirikiii " .	And it sang like this: "Kikirikiii".	Y cantaba así: "quiquiriquí".
ntsikuu				spread	the other roosters got the main one sick		propagaron					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
ntsini ti				it (animal) saw			él (animal) vio					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
ntsini kueyi				they saw			vieron					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
ntsio				lived			vivió					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
ntuche'e				pecked	it (animal) pecked		él (animal) picoteó					Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
nuu ñuu yo'o				in this town			en este pueblo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
