Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
iin		is this an adverb? "together"		together			juntos					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
kati ika				shade			sombra					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
in				a			una					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
in				a			un					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
inka				another			un otro					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
inka				other			otro					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
inka				another			outro					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
inkaa				there was			había					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
inkaa ra				he was located			él estaba					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
tsi chaa kua'an tsian ka				the man she ran away with			el hombre con quien se fue					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
ka'nu				big			grande					Ntsikaa in yutú ka'nu .	They came up to a large woods.	Escalaron un gran bosque.
kachi				said			dijó					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
kana		is this a verb?		gushed			salió a chorros					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
kantu'u				sits			sienta					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
kanumi ta'an na				they were holding eachother			se abrazaban					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
		Is this really an expression meaning "all of us?" or is it "to us"?		us			nos					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
kua'an ña				she went			ella se fue					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
tsi chaa kua'an tsian ka				the man she ran away with	went	she went with	el hombre con quien se fue	se fue	se fue con			Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
kua'an na				they left			se fueron					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
kua'an na				they left			se fueron					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
kua'an kuena				they were walking			estaban caminando					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
kua'an				left			se fue					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
kua'in				went away			se fue					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
kua'in				left			se fue					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
kue				the			la					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
kue nivi				the people			la gente					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
				the people			la gente					Cha kue nivi ka ra ntuu na yuú .	And the people are there in rock to this day.	Y la gente estan allí hoy en día en piedra.
kue nivi				the people			la gente					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
kue				the			los					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
kue sukuachi				the children			los niños					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ntsio kuena				they lived			vivieron					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
niki'in kuena ichi				they hit the road			daron el camino					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
ntsika tsa'a kuena				they were walking by foot			caminaron de pie					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
kua'an kuena				they were walking			estaban caminando					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
ntsaa kuena				they arrived			llegaron					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
				they teach			ellos enseñan					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
kuetsi		2nd.pl.child !		you children			ustedes los niños					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
				I want			quiero					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
kutsi				bow and arrow			arco y flecha					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
kuu				was			había					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
kuu				is			es					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
luu		what is this "luu" here?!										Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
ma				not			no					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
mancha				on the edge			las afueras					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
na		what is the function here?										Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
ntsatsi na				they ate			comieron					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
ntsitsa'an na				they were eating			comían					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
ntsinu ntsitsa'an na				they finished eating			acabaron de comer					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
kua'an na				they left			se fueron					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
ntsaa na				they arrived			llegaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntava na		got out (is this the same as "fly" or tone difference?)		they took out			sacaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntsichi na				they showered			se ducharon					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntakacha na		usg of verb limited to domain of (clothes)		they washed			se lavaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntsichi na				they showered			se ducharon					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
ntakacha na				they washed 			lavaron las ropas					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
ntsinu ntsichi na				they finished bathing			acabaron de bañarse					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
ntsinu ntakacha na				they finished washing clothes			acabaron de lavar ropas					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
niki'in na ichi				they hit the road			daron el camino					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
kua'an na				they left			se fueron					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
ntsaa na				they arrived			llegaron					Ntsaa na in nuu ntaa nuu va'a yee .	They arrived at a plain where it was very beautiful.	Llegaron a una llanura donde era muy bonita.
ntitatu na				they rested			se descansaron					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
nikuita xeen na				they were very tired			estaban muy cansados					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
ntitatu na				they were resting			estaban descando					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
kanumi ta'an na				they were holding eachother			se abrazaban					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
ntsintoyo na				they were laying			acostaban					Ika ntsintoyo na ra ntsi'i na .	There they laid, and they died.	Allí acostaban, y murieron.
ntsi'i na				they died			murieron					Ika ntsintoyo na ra ntsi'i na .	There they laid, and they died.	Allí acostaban, y murieron.
				they told			contaron					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
				they tell			cuentan					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ta tsa na'a				a long time ago			hace mucho tiempo					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
naa		'have'?										Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
nama				soap			jabón					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
nani				was called			se llamó					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
nani				is called			se llama					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
nania				it's called			se llama					Cha nintoo tintuu tichi ka ña vichi nania Krusi Tutichi .	And they left behind avocado pits, and now it's called "Krusi Tutichi".	Y dejaron atras huesos de aguacate, y ahora se llama "Krusi Tutichi".
nania				is called			se llama					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
nania				is called			se llama					Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
nantakani				I tell			cuento					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
				they tell			cuentan					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
nchii tsio				which way			para donde					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
ntasaa nchu'a ra				he got very angry	very		se enojó mucho	mucho				Cha ia ka ntasaa nchu'a ra .	And then her husband got really mad.	Y su esposo se enojó mucho.
nchu'a				a lot of			muchas					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
nii		is this "nii" 'old'? is the following "na" also part of this?										Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
nikaa ra				he climbed up			él escaló					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
nikee				left			dejó					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
niki'an ichi				hit the road			dio el camino					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
niki'in ra				he grabbed			él agarró					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
niki'in kuena ichi				they hit the road			daron el camino					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
niki'in na ichi				they hit the road			daron el camino					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
nikini ra				he shot			tiró					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
nikuita xeen na				they were very tired			estaban muy cansados					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
nikuu				happened			passó					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
