Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ñuu xnuviko yo'o				this town of San Juan Mixtepec	San Juan Mixtepec		este pueblo de San Juan Mixtepec	San Juan Mixtepec				Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
yo'o				here			aquí					Yo'o kuu nuu nintoo kue kaa icha'ncha .	Here is where the bells remained forever.	Aquí es donde las campanas se quedan para siempre.
yo'o				this			esta					Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
yoko		is there a translation of "Yoko"?										Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
ñuu yoko				the town of Yoko			el pueblo de Yoko					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
yukú				forest			bosque					Yukú nuu nikaxi kaa ika vichi nania Yukú Kaa .	The forest where it rang is now called "Bell Forest".	Hoy en día el bosque donde sonó la campana se llama "Bosque de la campana".
cha				then			pues					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
chi nuu				toward	near		hacia					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
icha'ncha				forever			siempre					Yo'o kuu nuu nintoo kue kaa icha'ncha .	Here is where the bells remained forever.	Aquí es donde las campanas se quedan para siempre.
in kii				one day			un día					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
inai				hangs			colga					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
ntakani ini na				they thought			pensaron					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
inkai				was located			estaba					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
inuu				the same			igual					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ituu		is this a verb?		borders with			se limita con					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
kaa				metal			metal					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
				bell			campana					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
skuina ntusu kaa				the spirit of the stolen bell			el sepirito de la campana robada					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
kaa				rings			suena					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
kue kaa kaxi				ringing bells	bell		campanas sonando	campana				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
kachi				say			se dice					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
				bell			campana					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
kaxi				bell			campana					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
kaxi				ring			sona					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
kue kaa kaxi		what is the verb 'to ring'?		ringing bells	ringing		campanas sonando	sonando				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
in kii				one day			un día					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
kitsi		is this 'arrive' or 'bring'? is this inflected?		bring			traer					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
kua'in				went			se fue					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
kue nivi				the people	the people of the town		la gente	la gente del pueblo				Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
kue				the			las					Yo'o kuu nuu nintoo kue kaa icha'ncha .	Here is where the bells remained forever.	Aquí es donde las campanas se quedan para siempre.
kue nivi				people			la gente					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
kue kaa kaxi				ringing bells			campanas sonando					Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
ntsikuu kuena				they were			eran					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
nikee kuena				they left			dejaron					Nikee kuena ntsa'an na ñuu Yucha Ncho'o .	They left and went to Puebla city.	Dejaron y fieron a ciudad Puebla.
nti'i kuena				everyone			todos					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
ntakuaan kuera				they buy			compran					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
nine'e kuera				they took			agarraron					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
sata kuera				their backs			sus espaldas					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
vatsi kuera		(TS) arrived;?		went on			seguiron adelante					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
nikuu kuera				they were able to			pudieron					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
nikitsaa kuera				they arrived			llegaron					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
skaxi kuera				they rang			sonaron					Ika skaxi kuera ña .	There they rang it.	Allí la sonaron.
ntakuisa kuera				they carried			cargaron					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
nikitsaa kuera				they arrived			llegaron					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
kumi				four	our town's four churches		cuatro	las cuatro iglesias de nuestro pueblo				Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
kuu				able to			pudieron					Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
kuu				is			es					Yo'o kuu nuu nintoo kue kaa icha'ncha .	Here is where the bells remained forever.	Aquí es donde las campanas se quedan para siempre.
mancha vichi				to this day			hasta la fecha					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
ntsio na		"inhabitants"? check this translation		they lived			vivieron					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntsio na		check on this translation		they live								Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntakani ini na				they thought			pensaron					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
		difference between "skaxi" and "kaxi"??? 		bell			campana					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
ntsa'an na				they went			fueron					Nikee kuena ntsa'an na ñuu Yucha Ncho'o .	They left and went to Puebla city.	Dejaron y fieron a ciudad Puebla.
ta tsa na'a				a long time ago			hace mucho tiempo					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
na'nu				elder			viejo					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
nani				called			llamado					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
nania				is called			se llama					Yukú nuu nikaxi kaa ika vichi nania Yukú Kaa .	The forest where it rang is now called "Bell Forest".	Hoy en día el bosque donde sonó la campana se llama "Bosque de la campana".
				land			tierra					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
nchisi				carried			cargó					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
		influential? (people)?	another sense "very strong"									Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
vee nchu'i				it was very heavy			era muy pesada					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
nikani		"nikani" call? hit?										Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
nikaxi				rang			sonó					Yukú nuu nikaxi kaa ika vichi nania Yukú Kaa .	The forest where it rang is now called "Bell Forest".	Hoy en día el bosque donde sonó la campana se llama "Bosque de la campana".
nikaxi				rang			sonó					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
nikitsaa kuera				they arrived			llegaron					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
nikitsaa kuera				they arrived			llegaron					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
nikitsaa				arrived	happened to arrive		llegó	occurió a llegar				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
nikitsi				arrived			llegó					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
nikuu kuera				they were able to			pudieron					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
nikuu		is this "was" or "was able to"?										Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
nikuu				happened	happened to arrive		occurió	occurió a llegar				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
nikuun savi				it rained			lluvió					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
nikuun savi xeen				it rained hard			lluvió intensamente					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
nikuun savi				it rained			lluvió					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
nikuyachi				approached			acercó					Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
nine'e kuera				they took			agarraron					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
nintoo				remained			se quedan					Yo'o kuu nuu nintoo kue kaa icha'ncha .	Here is where the bells remained forever.	Aquí es donde las campanas se quedan para siempre.
nivi				people			gente					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
kue nivi				the people	the people of the town		la gente	la gente del pueblo				Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
kue nivi				people			la gente					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
nivi ntsa'nu		elderly people		elders			ancianos					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
nixi				how			como					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
		influential? (people)?	another sense "very strong"									Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntakuaan kuera				they buy			compran					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
ntakuisa kuera				they carried			cargaron					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
nti'i				the whole			toda					Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
ntsa'an na				they went			fueron					Nikee kuena ntsa'an na ñuu Yucha Ncho'o .	They left and went to Puebla city.	Dejaron y fieron a ciudad Puebla.
ntsa'an				they went			se fueron					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
nivi ntsa'nu		elderly people		elders			ancianos					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ntsikuu kuena				they were			eran					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntsini				knew	saw		supo	vio				Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
ntsini				knew			sabía					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
ntsintoyo				gathered			se reuniron					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntsinu				stopped			acabó					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
ntsio na		"inhabitants"? check this translation		they lived			vivieron					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntsio na		check on this translation		they live								Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
ntusu				spirit	rain spirit	the spirit of the stolen bell	espirito	el sepirito de la campana robada				Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
nuu		 from there? all of a sudden?		when			cuando					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
nuu				where			donde					Yukú nuu nikaxi kaa ika vichi nania Yukú Kaa .	The forest where it rang is now called "Bell Forest".	Hoy en día el bosque donde sonó la campana se llama "Bosque de la campana".
sata kuera				their backs			sus espaldas					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
nikuun savi				it rained			lluvió					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
nikuun savi xeen				it rained hard			lluvió intensamente					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
nikuun savi				it rained			lluvió					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
savi				rain			lluvia					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
		difference between "skaxi" and "kaxi"??? 		bell			campana					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
skaxi kuera				they rang			sonaron					Ika skaxi kuera ña .	There they rang it.	Allí la sonaron.
suku		check!		high up								Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
suku				tall			alto					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
ta				when			cuando					Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
tatsa		"tatsa (savi)"?										Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
ta tsa na'a				a long time ago			hace mucho tiempo					Ta tsa na'a ntsintoyo nivi ntaku nchu'a ntsio na , ntsikuu kuena nivi na'nu , suku ntsio na .		
tsi				with			con					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
tsian				with it			con ella					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
