Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ku'in kaka				came walking	came walking towards it		caminó	caminó hacia a él.				Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
ku'un yu				I go			voy					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
ku'un yu				I go			voy					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
ku'un		is 'you go' not "ku'un ku"?		you go			vas					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
ku'un yu				I go			voy					Kuni ta yu ku'un yu .	I really want to go.	Quiero realmente a ir.
kua'an kueyi				they went			fueron					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
kuacha xiin				was very happy			estaba muy contento	estaba muy feliz				Ra ntintsitsa ka kuacha xiin ra nikachia su'a :	And then the turtle was very happy and then said the following:	Y la tortuga estaba muy feliz y dijó el siguente:
kuaka ña				he cried			lloró					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
ma kuaku				don't cry			no llores					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
kue				not	could not		no	no podía				Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
kue				not	I cannot	I can't	no	no puedo	no puedo caminar rápido			— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
kue				the			los					Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
tsi kue lochi				to the buzzards	the		a los zopilotes	los				Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
tatsavi kueni		2nd.pl.form		thank you			gracias					— ¡ Tatsavi kueni !	Thank you!	¡Gracias a ustedes!
kua'an kueyi				they went			fueron					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
ntsa'an kui				they approached	them		se acercaron	ellos				Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
		'(because) I'm not (cold/funny) like you'?										— ¡ Vari kue vixi kui tono meuuuu .... !		
kuisa yu				carry me			cargame					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
kuisa				carry			cargo					— A'an , nkunchee kuisa yo vari vee nchu'u .	I will not help carry you because you are too heavy.	No voy ayudar cargarte porqué eres demasiado pessado.
kuisi				carries	carry me		carga	cargarme				— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
kuni ta yu				I really want			quiero realmente					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
kuni ta yu				I really want			quiero realmente					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
kunia				wanted			quiería					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
kunkuni yu				I will want			voy a querer					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
kunu				you are going	are you going		vas					— ¿ Nchíí kunu ?	Where are you going?	¿Adonde vas?
kunu				you want			quieres					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
kue kuu				could not			no podía					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
kue kuu				I cannot	I can't	I cannot walk fast	no puedo	no puedo caminar rápido				— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
nuu in laguna				in a lagoon	lake		en una laguna	laguna				In kii ra ntsio in ntintsitsa kaka xeen nuu in laguna .	One day there was a turtle that was walking around all over a lagoon.	
nikii yu'u laguna				came out of the lagoon	bank of the lagoona		salió de la laguna	orilla de la laguna				Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
lochi				buzzard			zopilote					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
lochi				buzard			zopilote					Sara ntava kue lochi .	Then the buzzards flew away.	Y pues los buitres despegaron volando.
tsi kue lochi				to the buzzards	buzzard		a los zopilotes	zopilot				Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
ma				not	didn't want		no	no quería				— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
ma kuaku				don't cry			no llores					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
ma ka'un				don't speak			no hables					— Yo'o tiun tuun che'e so cha ma ka'un vari yau .	(Bite/hold on) to this with your mouth and don't talk because you will fall.	(Muerde/aguanta) esto con la boca y no hables porque cayerás.
mancha nuu				all the way down			todo el camino hacia					Ñaka ka'in sara nikana kavi mancha nuu ñu'ú .	It spoke and then it fell all the way down to the ground.	Habló y pues se cayó todo el camino hacia la tierra.
		'(because) I'm not (cold/funny) like you'?			you			tú				— ¡ Vari kue vixi kui tono meuuuu .... !		
na'a				come			ven					— ¡ Amigu , na'a yo'o !	Friend, come here!	¡Amigo, ven aquí!
nako'on kaka noo		"noo" literally 'face' 1pl.excl (?)		let's go walk around			vamos ir a pasear					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
nako'on				let's go			vamos					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
kaki ñamani ña nakuisi ña		get parsing of all parts! ask a favor "kaki ñamani ña"?			carry	that it carry him		que cargue	que lo cargue			Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
nchatui				waited			esperó					Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
nchisu				carry			cargas					— ¿ Chanu va'a nchisu ño'o ra vee nchu'i ?	Why are you carying that guy, he's so heavy?	¿Por qué estas cargando eso, es tan pessado?
vee nchu'i		predicating adv phrase		is very heavy			es muy pessado					— ¿ Chanu va'a nchisu ño'o ra vee nchu'i ?	Why are you carying that guy, he's so heavy?	¿Por qué estas cargando eso, es tan pessado?
vee nchu'u		predicating adj-phr		you're too heavy	you're very heavy		eres demasiado pesado	eres muy pesado				— A'an , nkunchee kuisa yo vari vee nchu'u .	I will not help carry you because you are too heavy.	No voy ayudar cargarte porqué eres demasiado pessado.
nikachi				said			dijó					Cha nikachi tikaka ka :	And then the crow said:	Pues dijó el cuervo:
nikachi				said			dijó					Cha nikachi lochi ka :	and the buzzard said:	y el zopilote dijó:
nikachi				said			dijó					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
nikachia				said			dijó					Sara ntsini so'o tikaka ka ra nui ra nikachia :	Then it heard a crow who then said to it:	Y oyó un cuervo que le dijó:
nikachia				said			dijó					Ra ntintsitsa ka kuacha xiin ra nikachia su'a :	And then the turtle was very happy and then said the following:	Y la tortuga estaba muy feliz y dijó el siguente:
nikachia				it said	then		dijó	pues				— nikachia ra ntavi .	It said and then flew away.	Dijó y pues fue volando.
nikachia				said			dijeron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
nikachia				said			dijó					Ra ntintsitsa ka nikachia :	Then the turtle said:	Pues dijó la tortuga:
nikachia				said			dijó					Ra ntintsitsa ka nikuacha xiin sara nikachia :	Then the turtle was very happy and said:	Y la tortuga estaba muy feliz y dijó:
nikachia				said			dijeron					Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
nikachia				said			dijó					Ra ntsini so'o ntintsitsa ka ra nikachia :	And the turtle heard and said:	Y oyó la tortuga y dijó:
nikana kavi				fell			se cayó					Ñaka ka'in sara nikana kavi mancha nuu ñu'ú .	It spoke and then it fell all the way down to the ground.	Habló y pues se cayó todo el camino hacia la tierra.
nikani				said			dijó					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
nikii				came out	came out of the lagoon		salió	salió de la laguna				Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
nikitsaa				arrived			llegaron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
nikitsai				cried	started to cry		lloró	empezó a llorar				Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
nikuacha xiin		"kuacha xeen" lemma form of expression		it was very happy			estaba muy feliz					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
nikuacha				was happy	was very happy		estaba feliz	estaba muy feliz				Ra ntintsitsa ka nikuacha xiin sara nikachia :	Then the turtle was very happy and said:	Y la tortuga estaba muy feliz y dijó:
ma nikunia				didn't want			no quería					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
nintaka tu'in				asked			preguntaron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
nixi				how			como					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
nkunchee				I will not help			no voy a ayudar					— A'an , nkunchee kuisa yo vari vee nchu'u .	I will not help carry you because you are too heavy.	No voy ayudar cargarte porqué eres demasiado pessado.
nako'on kaka noo		"noo" literally 'face' 1pl.excl (?)	our face	let's go walk around	we walk around	our face	vamos ir a pasear	vamos a pasear	nuestra cara			— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
ntakita'in tsi				ran into			encontraron					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
ntane'e nui		 is it "ntane'e nuu" (+ "-i")?		found it			lo encontró					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
ntava				flew away			despegaron volando					Sara ntava kue lochi .	Then the buzzards flew away.	Y pues los buitres despegaron volando.
ntavi				flew away			salió volando					— nikachia ra ntavi .	It said and then flew away.	Dijó y pues fue volando.
ntintsitsa				turtle			tortuga					In kii ra ntsio in ntintsitsa kaka xeen nuu in laguna .	One day there was a turtle that was walking around all over a lagoon.	
