Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
vá'a				it's bad			es malo					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
inka chancha				the next time	another time		la próxima vez					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
in				a			una					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
in		get!										Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
inka				another			otro					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
kai		get "kai"?										Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
kai nuu				climb up			escalan					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
kana kavi				fell over			cayen					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
kantu'i				they sat			sentaron					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
nakana kava				falling			cayendo					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
kana kavi				fell over			cayen					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
nikana kavi				fell			cayó					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
in kii				one day			un día					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
kii				day			día					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
tsini ñu'u ko				we have to			tenemos que					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
ko		check		for ourselves			para nosotros					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
ntaka'i yu'u ko				our lipstick	lipstick for us		nuestro pintalabios	pinalabios para nosotros				meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
sa'ma ko				our clothes			nuestas ropas					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
suku ko				our necks			nuestros cuellos					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
kunumi ko				we were in a hurry			tuvimos prisa					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
kuu tutsi ko				we got hurt			nos herimos					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
ku'un kue				we go			vamos					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
kua'i		get!										Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
kua'in				gift			regalo					Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
kua'in				walked			caminaron					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
kuacha xeen kueyi				they were very happy			estaban muy felizes					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
kuai				stairs			escaleras					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
mancha nuu tsinu tsa'a kuai				all the way down the stairs	bottome of the stairs	stairs	todo el camino al fondo de las escaleras	el fondo de las escaleras	escaleras			Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
kue				us			nos					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
ku'un kue				we go			vamos					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
nakaka kue				we should walk			deberíamos caminar					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
kueeni kueeni				little by little	bit by bit		poco a poco					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
kueeni kueeni				little by little	bit by bit		poco a poco					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
kueeni kueeni				little by little			poco a poco					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
kueeni kueeni				little by little			poco a poco					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
kuacha xeen kueyi				they were very happy			estaban muy felizes					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
nikanta tu'un kueyi				they said			dijeron					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
kunku'un kueyi				they will go			van a ir					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntsichi kueyi				they showered			se ducharon					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntasama kueyi				they changed clothes			cambiaron las ropas					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntsaa kueyi				they arrived			llegaron					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
ntatsinu kueyi		finish? (inchoative "nta-")-		they reach the end			llegan al final					Utsa kuia sa'i sana ntatsinu kueyi .	There were seven stairs to do before they would reach the end.	Habían siete escalones a hacer antes que lleguen al fin.
nikachi kueyi				they said			dijeron					Sara nikachi kueyi saan :	Then they said the following:	Y dijeron el siguente:
kuia				stairs			escalones					Utsa kuia sa'i sana ntatsinu kueyi .	There were seven stairs to do before they would reach the end.	Habían siete escalones a hacer antes que lleguen al fin.
kunku'un kueyi				they will go			van a ir					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
kunumi ko				we were in a hurry			tuvimos prisa					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
kuskuai tsa'i		ASK! 'when he lifted up (another step)'!?		took a step			dió un paso					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
kuu tutsi ko				we got hurt			nos herimos					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
mancha nuu				all the way to	all the way down the stairs		todo el camino a	todo el camino al fondo de las escaleras				Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
mee				I			yo					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
meu		emphatic		you	you buy		tú	tú compra				meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
meu				you	you will buy		tú	tú compra				meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
nikana na		is this impersonal? "were invited"?		someone invited			alguien invitó					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
nakana na				that they invite			que inviten					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
nai				carrying			cargando					Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
nakaka kue				we should walk			deberíamos caminar					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
nakana kava				falling			cayendo					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
nakana na				that they invite			que inviten					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
nako'on				we go			vamos					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
nakunkaa				wear			llevar					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
nantachi'o				we put on			nos ponemos					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
nantakuaan				I will buy			yo compro					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
nikachi kueyi				they said			dijeron					Sara nikachi kueyi saan :	Then they said the following:	Y dijeron el siguente:
nikana na		is this impersonal? "were invited"?		someone invited			alguien invitó					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
nikana kavi				fell			cayó					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
nikanta tu'un kueyi				they said			dijeron					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
nikitsaa				arrived			llegaron					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
nikitsai				began			empezaron					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
niya'a tsa'i				slipped			resbaló					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
ntachi				put on			se pusieron					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntachi'a xiko		get verb used here, other senses...		sprayed perfume			rociaron perfume					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntaka'i yu'u				lipstick			pintalabios					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
ntaka'i yu'u ko				our lipstick	lipstick for us		nuestro pintalabios	pinalabios para nosotros				meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
ntaka'ia yu'i				they put on lipstick			se pusieron pintalabios					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntakuaan				buy			comprar					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
meu ntakuaan				you buy			tú compra					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
meu ntakuaan				you will buy			tú compra					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
ntakuain		get!										Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
ntantuki				looked for			buscaron					Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
ntasama kueyi				they changed clothes			cambiaron las ropas					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntatsinu kueyi		finish? (inchoative "nta-")-		they reach the end			llegan al final					Utsa kuia sa'i sana ntatsinu kueyi .	There were seven stairs to do before they would reach the end.	Habían siete escalones a hacer antes que lleguen al fin.
ntintsitsa				turtle			tortuga					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
ntinuni				all three			todo tres					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
ntsaa kueyi				they arrived			llegaron					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
ntsichi kueyi				they showered			se ducharon					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntsini so'i				heard			oyeron					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
ta ntsinu				when finished			cuando terminaron					Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
ntusu				sound			sonido					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
kai nuu				climb up			escalan					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
