Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
in kii				one day			un día					Cha in kii nikachi ntiva'u ka :	Then one day the coyote said:	Y un día el coyote dijó:
ini				inside	into the corral		a dentro	en el corral				— Naki'vi ini tsaku , ntantuku ntikachi nti'i ka .	I'll go into the corral and look for where all the sheep are.	Yo entraré en al coral y buscaré a dónde estan todas las ovejas.
ini				inside			adentro					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
ntakuu ini na		Structure of phrase: "nta-" 'began' + "takuu ini" 'love' + (A) + (U) Structure of phrase: "nta-" 'began' + "takuu ini" 'love' + (A) + (U)		he began to love	from then he loved		empezó amar	desde entonces amó				Ntakuu ini na ti icha'ncha .	He began to love it forever. From then on he loved it forever.	Empezó amarlo para siempre Desde entonces el lo amaba para siempre.
ntutsi xeen inia		also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt		feelings were hurt			herió sus sentimientos					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
ka		Why is this "ka" here?		?			?					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
katsi				I eat			como					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
katsi				I eat			como					— A'an , kue kuni yu katsi kolo	No, I don't want to eat turkey.	No, no quiero comer guajolote.
katsi				I eat			como					— A'an , kue kuni yu katsi litu	No, I don't want to eat lamb.	No, no quiero comer cordero.
				anything to eat			nada a comer					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
katsia				eats			come					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
katsu				you eat			comes					Nako'on ra katsu kuñu takua nantunti'u .	Let's go, you'll eat meat so that you can get fat.	Vamos, vas a comer carne para que engordes.
ki		is this the variant of "kui"? meaning 'it'?		it			él					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
ki				he			él					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
in kii				one day			un día					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
in kii				one day			un día					Cha in kii nikachi ntiva'u ka :	Then one day the coyote said:	Y un día el coyote dijó:
kiti				animal	the animals of the forest		animal	los animales del bosque				Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
skuina ko				we grab			agarramos					— Nako'on skuina ko ntikachi nakatso .	Let's go snatch a sheep to eat.	Vamos agarrar una oveja para comer.
naskuina ko				let's grab			agarremos					— Naskuina ko kolo yo'o .	Let's grab this turkey.	Agarremos este guajolote.
naskuina ko				let's grab			agarramos					— Naskuina ko in litu yo'o .	Let's grab a lamb here.	Agarremos un cordero aquí.
kue kolo				the turkeys	turkey		los pavos	los guajolotes	pavo			Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
kolo				turkey			guajolote	pavo				— Naskuina ko kolo yo'o .	Let's grab this turkey.	Agarremos este guajolote.
kua'a				I give			doy					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
kua'an kueyi				they went			ellos fueron					— Ra kua'an kueyi .	So they went.	Entonces se fueron.
				they went			se fueron					sara kua'an kueyi .	then they went.	y se fueron.
kua'an kueyi				they went			se fueron					sara kua'an kueyi .	and then they went on.	y se fueron.
kua'in				he left			se fue					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
kue				not			no					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
kue				does not			no					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
kue kolo				the turkeys			los pavos	los guajolotes				Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
kue				the			los					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
kue				don't			no					— A'an , kue kuni yu katsi litu	No, I don't want to eat lamb.	No, no quiero comer cordero.
ntsio kueyi				they arrived			llegaron					Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
nikuu kueyi				they were			fueron					Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
ntsitsa'an kueyi		is this is impefect or a synonym of 'to eat' (though derived from the same source). Ask speakers other than Tisu. is this is impefect or a synonym of 'to eat' (though derived from the same source). Ask speakers other than Tisu.		they ate			ellos comieron					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
ntsatsi kueyi				they ate			ellos comieron					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
kua'an kueyi				they went			ellos fueron					— Ra kua'an kueyi .	So they went.	Entonces se fueron.
				they went			se fueron					sara kua'an kueyi .	then they went.	y se fueron.
niya'a kueyi				they approached			se aproximaron	se acercaron				Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
kua'an kueyi				they went			se fueron					sara kua'an kueyi .	and then they went on.	y se fueron.
sana yu kui		Gloss form? "sana (A) kuu" 'it belongs to' Gloss form? "sana (A) kuu" 'it belongs to'		it belongs to me			me pertenece					— A'an , mpaa luu , vari ntikachi yo'o ra sana yu kui .	No my small friend, he said, because this sheep belongs to me.	No mi amigo pequeño, dijó, porque esta oveja me pertenece.
kunchau		What's the full form? get verb with other people What's the full form? get verb with other people		guard			vigilo					Meu kunchau ye'e .	I'll guard the door.	Vigilo la puerta.
kuni yu				I want			quiero					— A'an , kue kuni yu katsi kolo	No, I don't want to eat turkey.	No, no quiero comer guajolote.
kuni yu				I want			quiero					— A'an , kue kuni yu katsi litu	No, I don't want to eat lamb.	No, no quiero comer cordero.
kuu ti				it (animal) was			él (animal) era					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
kuñu				meat			carne					Nako'on ra katsu kuñu takua nantunti'u .	Let's go, you'll eat meat so that you can get fat.	Vamos, vas a comer carne para que engordes.
litu				lamb			cordero					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
luu				small			pequeño					— A'an , mpaa luu , vari ntikachi yo'o ra sana yu kui .	No my small friend, he said, because this sheep belongs to me.	No mi amigo pequeño, dijó, porque esta oveja me pertenece.
mancha				up to	to	up to the forest	al	al bosque				Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
meeso				all			todos					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
mpaa				friend			amigo					Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
ntaki'in na				picked up			recogó					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
tutsi'u na				his rifel			su rifle					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
sketa na				he ran			corrió					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
nikitsaa na				he arrived			llegó					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
nikini na				he shot			disparó					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
ntakuni na		could this also be "to realize"? could this also be "to realize"?		he recognized			se reconoció					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
tina na				his dog			su perro					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
nikuacha xeen na				he was very happy			estaba muy contento					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
ntakuu ini na		Structure of phrase: "nta-" 'began' + "takuu ini" 'love' + (A) + (U) Structure of phrase: "nta-" 'began' + "takuu ini" 'love' + (A) + (U)		he began to love	from then he loved		empezó amar	desde entonces amó				Ntakuu ini na ti icha'ncha .	He began to love it forever. From then on he loved it forever.	Empezó amarlo para siempre Desde entonces el lo amaba para siempre.
na'a xeen				long time	after a long time		mucho tiempo	después de mucho tiempo				Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
nakatso				let's eat	we'll eat		vamos a comer	comamos				— Nako'on skuina ko ntikachi nakatso .	Let's go snatch a sheep to eat.	Vamos agarrar una oveja para comer.
nako'on				let's go			vamos					— Na'a , nako'on ve'e .	Come, let's go home.	Ven, vamos a casa.
nako'on				let's go			vamos					— Va'a ni , nako'on .	Good, let's go.	Bueno, vamos.
nako'on				let's go			vamos					— Va'a ni , nako'on .	Good, let's go.	Bueno, vamos.
naku'in				so it left			para que se fue					Natatso ña naku'in .	He chased him away.	Lo ahuyentó, y se fue.
nantunti'u				you can get fat			engordes					Nako'on ra katsu kuñu takua nantunti'u .	Let's go, you'll eat meat so that you can get fat.	Vamos, vas a comer carne para que engordes.
va'a ni				great			bueno					— Va'a ni , nako'on .	Good, let's go.	Bueno, vamos.
				good			bueno					— Va'a ni , nako'on .	Good, let's go.	Bueno, vamos.
nii				old			viejo					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
nii		Predicating/copular adjective. How would you say this with other people? "you are old"? "he/she is old"? etc. Predicating/copular adjective. How would you say this with other people? "you are old"? "he/she is old"? etc.		I'm old			soy viejo					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
nikachi				said			dijó					— nikachi ntiva'u ka tsian .	Said the coyote.	Dijó el coyote.
nikachi				said			dijó					Sara nikachi ntiva'u ka :	Then the coyote said:	Y el coyote dijó:
nikachi				said			dijó					Sara nikachi tina ka :	Then the dog said:	Y el perro dijó:
nikachi				said			dijó					Cha in kii nikachi ntiva'u ka :	Then one day the coyote said:	Y un día el coyote dijó:
nikachi				said			dijó					Sara nikachi tina ka :	Then the dog said:	Y el perro dijó:
nikachi				said			dijó					Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
nikachi				said			dijó					— nikachi ntiva'u ka ,	said the coyote	dijó el coyote
nikachi				said			dijó					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
nikachi				said			dijó					— nikachi ntiva'u ka ,	said the coyote,	dijó el coyote,
nikachi				said			dijó					Ta ntsai nuu iin tsaku ntikachi ra nikachi ntiva'u ka :	When the arrived where a sheep was crying, the coyote said: 	Cuando llegaron adonde había una oveja gritando, el coyote dijó:
nikachi				said			dijó					Sara nikachi tina ka :	Then the dog said:	Y el perro dijó:
niketa				got up	came out		se levantó					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
niki'via				?			?					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
nikini na				he shot			disparó					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
nikuacha xeen na				he was very happy			estaba muy contento					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
nikuntasia				was disgusted	was fed up		estaba harto					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
nikuu kueyi				they were			fueron					Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
nitsi'an				howled	barked		aulló	ladró				In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
ntaki'in na				picked up			recogó					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
ntakita'in				met			encontró					Ta ntsai yuku ka ntakita'in tsi in ntiva'u .	When he arrived in the woods he met with a coyote.	Cuando lleguó en el bosque, encontró un coyote.
ntakuni na		could this also be "to realize"? could this also be "to realize"?		he recognized			se reconoció					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
ntantuku				I look for			busco					— Naki'vi ini tsaku , ntantuku ntikachi nti'i ka .	I'll go into the corral and look for where all the sheep are.	Yo entraré en al coral y buscaré a dónde estan todas las ovejas.
ntasaa xeen				was furious			fue furioso					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
ntee		is this the verb "to live" or is this a noun for "coop" as in "chicken/turkey coop"? is this the verb "to live" or is this a noun for "coop" as in "chicken/turkey coop"?		live			vive					Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
ntee				lived			vivieron					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
nti'i				all			todos					— Naki'vi ini tsaku , ntantuku ntikachi nti'i ka .	I'll go into the corral and look for where all the sheep are.	Yo entraré en al coral y buscaré a dónde estan todas las ovejas.
ntikachi				sheep			oveja					— Nako'on skuina ko ntikachi nakatso .	Let's go snatch a sheep to eat.	Vamos agarrar una oveja para comer.
ntikachi				sheep	sheep's cry		oveja	grito de oveja				Ta ntsai nuu iin tsaku ntikachi ra nikachi ntiva'u ka :	When the arrived where a sheep was crying, the coyote said: 	Cuando llegaron adonde había una oveja gritando, el coyote dijó:
ntikachi				he said			dijó					— A'an , mpaa luu , vari ntikachi yo'o ra sana yu kui .	No my small friend, he said, because this sheep belongs to me.	No mi amigo pequeño, dijó, porque esta oveja me pertenece.
				the owner of the sheep			el dueño de las ovejas					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
ntiva'u				coyote			coyote					Ta ntsai yuku ka ntakita'in tsi in ntiva'u .	When he arrived in the woods he met with a coyote.	Cuando lleguó en el bosque, encontró un coyote.
ve'e ntiva'u				the coyote's house			la casa del coyote					Sara ntsa'in ve'e ntiva'u ka .	Then they went to the coyote's house.	Y fueron a la casa del coyote.
ntsa'in				they went			fueron					Sara ntsa'in ve'e ntiva'u ka .	Then they went to the coyote's house.	Y fueron a la casa del coyote.
ntsai				arrived			llegó					Ta ntsai yuku ka ntakita'in tsi in ntiva'u .	When he arrived in the woods he met with a coyote.	Cuando lleguó en el bosque, encontró un coyote.
ntsai				arrived			llegaron					Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
ntsai				they arrived			llegaron					Ta ntsai nuu iin tsaku ntikachi ra nikachi ntiva'u ka :	When the arrived where a sheep was crying, the coyote said: 	Cuando llegaron adonde había una oveja gritando, el coyote dijó:
ntsatsi kueyi				they ate			ellos comieron					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
ntsi'an				barked			ladró					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
ntsini so'o				heard			oyó					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
ntsitsa'an kueyi		is this is impefect or a synonym of 'to eat' (though derived from the same source). Ask speakers other than Tisu. is this is impefect or a synonym of 'to eat' (though derived from the same source). Ask speakers other than Tisu.		they ate			ellos comieron					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
ntucha				goat			cabra					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
ntukatsi		Did he succede in eating or just try? went to eat/ tried to eat? Did he succede in eating or just try? went to eat/ tried to eat?		it began to eat			empezó a comer					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
ntuki				he looked for			busquó					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
