Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
va'a ni				good			bueno					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
va'a ni				no problem			no hay problema					— Va'a ni amigu sa'va .	No problem my frog friend.	Bueno amigo rana.
vichi				now			ahora					" Vichi , ¿ nchi kusa'a ?	Now what am I going to do?	Ahora ¿qué voy hacer?
viko				party			fiesta					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
amigu va'a				best friend			mejor amigo					Tiempu saan , amigu va'a ka sa'va ka kuu lochi .	At this time, the frog's best friend was the buzzard.	En este tiempo, el mejor amigo de la rana era el zopilote.
nto'o amigu ña				it's friend's basket	it's friend		la tenate de su amigo	su amigo				Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
tiyaxi chi'i		get component's meaning: "tiyaxi" + "chi'i"		are very flat			son muy plana					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
iin				was			era					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
nintoi ini		new phrase "ntoo ini"		went into			se entró en					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ini				from inside			del interior					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
ini				inside			adentro					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
nikii ini				came out from inside	inside		salió del interor	en				Sara nikii ini nto'o sara skanta vi .	Then it came out from the basket and jumped.	Pues salió de la canasta y saltó.
nitsita'an inia		"tsita'an ini" 'to like'? (get other forms)		it liked			le gustó					Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
ntutsi xeen inia				his feelings were hurt			sus sentimientos esran heridos					Sara ntutsi xeen inia ra ntavi .	Then his feelings were hurt and he flew away.	Pues sus sentimientos eran heridos.
inka tuku		why "inka tuku" here? why not just "inka" (another)?		another			una otra					Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
inka				another			otro					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
inkau				you are located			estas					— Amiku sa'va , ¿ a nchanchee inkau yo'o ?	Friend frog, have you been here since the early morning?	Amigo rana, ¿tu has estado aqui desde temprano?
kunkusii inu		"kusii ini" 'have fun'? (get other inflections)		you will have fun			te vas a gozar					Nako'on sa'va , kunkusii inu —	Let's go frog, you'll have a good time.	Vayamos rana, te vas a gozar.
nuu suku xeen ka vikó				really high up in the clouds			a muy gran altura en las nubes					Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
kuni ka tuu				before sunrise			antes del amanecer					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ka'an				talk			hablar					Sana ka'an toko .	Talk to you later.	Hasta luego.
ka'an				speak			hablar					— Sana ka'an toko .	See you later.	Hasta luego.
kaka		is this "ña" a pronoun for 'someone'? What is the gloss form?		ask	ask for a favor		pedir	pedir un favor				Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
nikana kavi				fell			cayó					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
in kii				one day			un día					In kii , amigu lochi nikani sa'va ka ku'in in viko tanta'a .	One day the vulture friend invited the frog to go to a wedding party.	Un día el amigo zopilote le invitó la rana a ir a una fiesta de boda.
inka tuku kii				later that day	the next day							Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
kiki'in		is this the same as the lemma form?		pick up			recojo					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
kitsaa				begin			empieza					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
ntsika koyi				they walked			caminaron					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
ntsika koyi				they stood			estaban en pie					Ntsika koyi nuu viko ntsain yaa .	They were standing (in the clouds | at the party) dancing.	Estaban (en las nubes | a la fiesta) bailando.
ku'in				goes			va					In kii , amigu lochi nikani sa'va ka ku'in in viko tanta'a .	One day the vulture friend invited the frog to go to a wedding party.	Un día el amigo zopilote le invitó la rana a ir a una fiesta de boda.
kua'in				went			se fue					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
kua'in				went			se fue					Lochi ka niki'an nto'i ra kua'in ntantuki sa'va ka .	The vulture picked up it's basket and went looking for the frog.	El zopilote recogó su tenate y se fue buscando el rana.
kua'in				left			se fue					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
ta kuaa				around	at about		aproximamente					Ta kuaa ka uni xchaan , sa'va ka nikachia tsi lochi ka :	At about 3am, the frog said to the buzzard:	A aproximamente las tres de la mañana, la rana dijó al zopilote:
kue sa'va				frogs			las ranas					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
kue				not			no					Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
kue sa'va				frogs			las ranas					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
kui				it			lo					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
kuni ka tuu				before sunrise			antes del amanecer					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
kuni xeen kusu yu				I am very tired			estoy muy cansado.					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
kunkoo				will be			va a ser					— Va'a kunkoo ,	That will be good,	Va a ser bueno,
kunkukui				will be			va a ser					Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
kunkusii inu		"kusii ini" 'have fun'? (get other inflections)		you will have fun			te vas a gozar					Nako'on sa'va , kunkusii inu —	Let's go frog, you'll have a good time.	Vayamos rana, te vas a gozar.
kunu'u yu				I'm going home			me voy a ir a casa					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
kunuu		lemma "nuu"		I will get down			voy a subir					¿ Nixi kunuu ? "	How will I get down?	¿Como voy a subir?
kusa'a				I will do			voy hacer					" Vichi , ¿ nchi kusa'a ?	Now what am I going to do?	Ahora ¿qué voy hacer?
kuni xeen kusu yu				I am very tired			estoy muy cansado.					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
kuu				was			era					Tiempu saan , amigu va'a ka sa'va ka kuu lochi .	At this time, the frog's best friend was the buzzard.	En este tiempo, el mejor amigo de la rana era el zopilote.
kuu				was			era					Ta tsa kuu nini sa'va ka nikachia :	When it was late the frog said:	Quando era tarde la rana dijó:
lochi				buzzard			lochi					nikachi lochi ka .	said the buzzard.	dijó el zopilote
nto'o lochi				the buzzard's basket			el tenate de zopilote					Sara nintivi tuki ini nto'o lochi ka .	Then he went back inside the buzzard's basket.	Y entró en el tenate del zopilote de nuevo.
							buzzard	zopilote				Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
ma ntsini				didn't know			no sabía					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
ma				not	didn't know		no	no sabía				Sara nikai nuu vikó , cha lochi ka ma ntsinia .	And then he climbed up to the clouds and the the buzzard didn't know.	Y subió a la nubes y el zopilote no sabía.
mancha nuu vikó				all the way from the clouds			todo el camino de las nubes					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
kaka ña mani		is this "ña" a pronoun for 'someone'? What is the gloss form?		ask for a favor	favor		pedir un favor	favor				Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
nikachi na				they said			dijeron					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
na'a				come!			¡ven!					¡ na'a !	come!	¡ven!
nakitsaa		modular 'in order to leave'		leave			partir					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
nakitsi				I will come			voy a venir					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
nako'on				let's go			vamos					— Va'a ni amigu , nako'on .	Perfect friend, let's go.	Bueno amigo, vamos.
nchanchee				early			temprano					— Amiku sa'va , ¿ a nchanchee inkau yo'o ?	Friend frog, have you been here since the early morning?	Amigo rana, ¿tu has estado aqui desde temprano?
nchatu				I waited			esperé					— Saka nuu nikitsaa yu nchatu yo	(?)  I arrived I waited for you.	(?)
nchatui				waiting			está esperando					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
nchi				what			que					" Vichi , ¿ nchi kusa'a ?	Now what am I going to do?	Ahora ¿qué voy hacer?
nchiso				carries			carga					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ntsain nchu'i yaa		Note that the adverb comes before "yaa" and that it is inflected. Would "ntsain yaa nchu'i" be incorrect?		danced a lot			bailó mucho					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
va'a ni				good			bueno					— Va'a ni amigu , nako'on .	Perfect friend, let's go.	Bueno amigo, vamos.
va'a ni				good			bueno					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
va'a ni				no problem			no hay problema					— Va'a ni amigu sa'va .	No problem my frog friend.	Bueno amigo rana.
ni'i xeen		add entry"ni'i" 'force'; check for some different uses		with force			con fuerza					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
nika'an				said			dijó					, nika'an sa'va ta ntsinia ña nto'i .	Said the frog when he saw the basket.	Dijó la rana cuando vio el tenate.
nikachi				said			dijó					nikachi lochi ka .	said the buzzard.	dijó el zopilote
nikachi na				they said			dijeron					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
nikachi				said			dijó					— nikachi sa'va ka .	said the frog	dijó la rana
nikachia				said			dijó					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
nikachia				said			dijó					Ta kuaa ka uni xchaan , sa'va ka nikachia tsi lochi ka :	At about 3am, the frog said to the buzzard:	A aproximamente las tres de la mañana, la rana dijó al zopilote:
nikachia				said			dijó					Ta tsa kuu nini sa'va ka nikachia :	When it was late the frog said:	Quando era tarde la rana dijó:
nikai				went up	climbed up		subío					Sara nikai nuu vikó , cha lochi ka ma ntsinia .	And then he climbed up to the clouds and the the buzzard didn't know.	Y subió a la nubes y el zopilote no sabía.
nikana				invited	called on	invited again	invitó	invitó de nuevo				Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
nikana kavi				fell			cayó					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
nikani		lemma form "kana"?		invited			invitó					In kii , amigu lochi nikani sa'va ka ku'in in viko tanta'a .	One day the vulture friend invited the frog to go to a wedding party.	Un día el amigo zopilote le invitó la rana a ir a una fiesta de boda.
nikee				came out			salió					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
nikee				got out			salió					Tsio saan , sa'va ka nikee tuki ini nto'o .	And so it happened, the frog got out again of the basket again.	Así sucedío, la rana salió de nuevo del tenate
niki'an				picked up			recogó					Lochi ka niki'an nto'i ra kua'in ntantuki sa'va ka .	The vulture picked up it's basket and went looking for the frog.	El zopilote recogó su tenate y se fue buscando el rana.
nikii				came out from	came out from inside		salió de	salió del interor				Sara nikii ini nto'o sara skanta vi .	Then it came out from the basket and jumped.	Pues salió de la canasta y saltó.
nikitsaa yu				I arrived			llegué					— Saka nuu nikitsaa yu nchatu yo	(?)  I arrived I waited for you.	(?)
nikuu				happened			pasó					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
nini				late			tarde					Ta tsa kuu nini sa'va ka nikachia :	When it was late the frog said:	Quando era tarde la rana dijó:
nintivi				went inside	entered	went back inside	entró	entró de nuevo				Sara nintivi tuki ini nto'o lochi ka .	Then he went back inside the buzzard's basket.	Y entró en el tenate del zopilote de nuevo.
nintoi ini		new phrase "ntoo ini"		went into			se entró en					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
nintoo				left behind			dejó atrás					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
nisana nui		'mistook', 'confused' "sana nuu"		he mistook			él se equivocó					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
nitsita'an inia		"tsita'an ini" 'to like'? (get other forms)		it liked			le gustó					Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
niyai				approached			acerco					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
ntaki'an				picked up			agarró					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
ntakoi				woke up			se despertó					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ntanchiko				returned	returned again		volvió	volvió de nuevo				Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
ntantuki				looked for			buscó					Lochi ka niki'an nto'i ra kua'in ntantuki sa'va ka .	The vulture picked up it's basket and went looking for the frog.	El zopilote recogó su tenate y se fue buscando el rana.
ntantuki				found			encontró					Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
ntavi				flew			salió volando					Sara ntutsi xeen inia ra ntavi .	Then his feelings were hurt and he flew away.	Pues sus sentimientos eran heridos.
nti'i so				all			todos					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ntitsai		why inchoative "nti-"?		arrived			llegó					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
ntivi				egg			huevo					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
nto'i				basket			tenate					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
nto'i				it's basket			su tenate					Lochi ka niki'an nto'i ra kua'in ntantuki sa'va ka .	The vulture picked up it's basket and went looking for the frog.	El zopilote recogó su tenate y se fue buscando el rana.
nto'i				his basket			su tenate					Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
nto'i				his basket			su tenate					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
nto'i				it's basket			su tenate					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
