file,channels,samplerate,duration_sec,format
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_two_01_spkrTS.wav,1,32000,0.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_two_02_spkrJS.wav,1,96000,0.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_two_03_spkrJS.wav,1,96000,0.72,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_two_04_spkrJS.wav,1,96000,0.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_ADJ_green_fish_01_02_03_JS.wav,1,44100,4.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_ADJ_red_flower_01_02_03_JS.wav,1,44100,4.86,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_LANG_ESP_fancy-language_01_02_03_TS.wav,1,96000,4.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_LANG_MIX_poor-language_01_02_03_TS.wav,1,96000,4.72,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_LOC_Mixtepec_01_spkrJS.wav,1,96000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_LOC_Mixtepec_02_spkrJS.wav,1,96000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_01_02_JS.wav,1,96000,1.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_horse_01_spkrJS.wav,1,96000,0.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_horse_02_spkrJS.wav,1,96000,0.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_horse_1st_pl_01_spkrJS.wav,1,96000,1.14,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_horse_1st_sg_02_spkrJS.wav,1,96000,0.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_animal_horse_POSS_1st_sg_02_spkrJS.wav,1,96000,0.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_bird_01_spkrTS.wav,1,96000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_bird_02_spkrTS.wav,1,96000,0.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_black_bird_01_TS.wav,1,96000,1.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_blood_01_spkrJS.wav,1,96000,0.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_blood_02_spkrJS.wav,1,96000,0.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_booger_03_spkrJS.wav,1,96000,0.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_booger_04_spkrJS.wav,1,96000,0.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_bull_01_02_JS.wav,1,96000,2.1,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_cactus-javi_01_02_03_JS.wav,1,96000,2.4,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_cat_04_JS.wav,1,96000,0.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_chicken_01_02_spkrTS.wav,1,96000,1.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_chicken_01_TS.wav,1,96000,0.59,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_chicken_1st_pl_02_spkrJS.wav,1,96000,1.0,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_child_01_02_03_JS.wav,1,96000,2.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_child_baby_01_spkrTS.wav,1,96000,0.81,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_child_baby_02_spkrTS.wav,1,96000,0.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_cloud_01_spkrJS.wav,1,96000,0.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_cloud_02_spkrJS.wav,1,96000,0.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_coffee_01_02_TS.wav,1,96000,1.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_corn_uncooked_01_spkrJS.wav,1,96000,0.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_corn_uncooked_02_spkrJS.wav,1,96000,0.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_crow_01_TS.wav,1,96000,0.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_day_01_02_spkrJS.wav,1,96000,2.27,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_day_01_spkrTS.wav,1,96000,0.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_day_02_spkrTS.wav,1,96000,0.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_door_01_02_03_spkrTS.wav,1,96000,2.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_dust_dirt_01_02_03_spkrTS.wav,1,96000,2.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_fire_01_spkrJS.wav,1,96000,1.17,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_fruit_01_spkrJS.wav,1,96000,0.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_fruit_1pl_01_JS.wav,1,96000,1.02,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_fruit_1st_sg_01_spkrJS.wav,1,96000,0.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_fruit_1st_sg_02_spkrJS.wav,1,96000,0.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_hail_01_spkrJS.wav,1,96000,0.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_hawk_01_TS.wav,1,96000,0.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_heart_01_spkrTS.wav,1,32000,0.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_heart_02_spkrTS.wav,1,32000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_holy_water_01_spkrTS.wav,1,32000,1.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_holy_water_02_spkrTS.wav,1,32000,1.42,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_honey_01_02_03_TS.wav,1,96000,2.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_husband_02_spkrJS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_husband_03_spkrJS.wav,1,96000,0.59,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_husband_05_spkrJS.wav,1,96000,0.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_husband_06_spkrJS.wav,1,96000,0.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_husband_pl_01_spkrJS.wav,1,96000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mint-herb_01_02_03_TS.wav,1,96000,4.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mixtec_people_01_02_03_TS.wav,1,96000,3.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_01_spkrJS.wav,1,96000,0.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_02_spkrTS.wav,1,96000,0.5,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_03_spkrTS.wav,1,96000,0.5,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_1st_sg_01_spkrTS.wav,1,96000,0.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_1st_sg_02_spkrTS.wav,1,96000,0.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_POSS_2nd_sg_form_01_02.wav,1,96000,2.39,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mother_POSS_2nd_sg_inf_01_02.wav,1,96000,2.47,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mourning_dove_01_TS.wav,1,96000,0.91,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_mud_01_02_03_spkrTS.wav,1,96000,2.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_nothing_01_spkrTS.wav,1,32000,0.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_owl_01_TS.wav,1,96000,0.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_parrot_01_02_TS.wav,1,96000,2.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_peach_02_spkrJS.wav,1,96000,0.43,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_people_children_offspring_01_02_TS.wav,1,96000,1.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_rabbit_1pl_01_JS.wav,1,96000,1.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_rooster_01_TS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_saa_savi_01_spkrFS.wav,1,44100,0.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_salt_01_02_03_05_06_JS.wav,1,96000,3.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_scrub_jay_01_TS.wav,1,96000,0.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_sister_01_02_JS.wav,1,96000,1.42,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_skin_05_JS.wav,1,96000,0.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_star_01_02_TS.wav,1,96000,1.3,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_sun_02_JS.wav,1,96000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_sun_02_spkrJS.wav,1,96000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_swallow_01_TS.wav,1,96000,0.86,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_tail_feather_01_02_spkrJS.wav,1,44100,3.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_tongue_01_spkrJS.wav,1,96000,0.89,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_tongue_02_spkrJS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_turkey_f_01_TS.wav,1,96000,0.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_turkey_m_01_TS.wav,1,96000,0.81,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_vulcher_01_TS.wav,1,96000,0.91,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N_woodpecker_01_TS.wav,1,96000,0.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_1pl_excl_01_02_JS.wav,1,96000,3.32,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_1pl_incl_JS.wav,1,96000,1.24,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_1s_01_JS.wav,1,96000,0.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_2pl_all_01_02_JS.wav,1,96000,3.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_2s_form_01_JS.wav,1,22050,0.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_2s_inf_02_JS.wav,1,96000,0.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_3pl_form_01_02_JS.wav,1,96000,2.52,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_3s_f_inf_01_02_JS.wav,1,96000,3.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRON_3s_m_inf_01_02_JS.wav,1,96000,2.86,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRP_across_01_spkrJS.wav,1,96000,1.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRP_across_02_spkrJS.wav,1,96000,1.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/PRP_across_03_spkrJS.wav,1,96000,1.35,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_five_chicken_eggs_01_spkrJS.wav,1,96000,1.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_long_path_01_02_JS.wav,1,44100,3.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_new_heart_01_spkrTS.wav,1,32000,1.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_nine_husbands_01_spkrJS.wav,1,96000,1.27,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_nine_husbands_02_spkrJS.wav,1,96000,1.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_that_thin_green_fruit_01_spkrJS.wav,1,96000,3.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_that_thin_green_fruit_02_spkrJS.wav,1,96000,3.02,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_thin_green_fruit_1st_sg_01_spkrJS.wav,1,96000,3.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/P_thin_green_fruit_1st_sg_02_spkrJS.wav,1,96000,3.59,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/QNTY_all_everything_01_02_03_spkrTS.wav,1,96000,3.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/QNTY_everyone_01_02_03_spkrTS.wav,1,96000,3.26,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/QNTY_few_01_02_03_TS.wav,1,96000,2.3,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/QNTY_nobody_01_02_03_spkrTS.wav,1,96000,2.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/QNTY_none-nothing_01_02_03_spkrTS.wav,1,96000,2.81,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.wav,1,96000,3.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/SET_days_of_the_week_01_02_TS.wav,1,96000,16.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/SOC_good_bye_01_02_03_spkrTS.wav,1,96000,3.94,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/SOC_thank_you_form_01_02_spkrTS.wav,1,96000,2.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/SOC_thank_you_inf_01_02_spkrTS.wav,1,96000,2.3,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.wav,1,96000,5.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ARVL_approaching_fast_3s_inf_01_02_03_TS.wav,1,96000,8.27,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ARVL_approaching_very_slowly_01_02_03_TS.wav,1,96000,7.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATRB_be_siblings_Pablo_Maria_1st_sg_02_spkrTS.wav,1,96000,3.53,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATRB_mother_1st_pl_excl_name_Herminia_01_spkrTS.wav,1,96000,2.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATRB_that_man_be_PRS_bad_01_spkrTS.wav,1,32000,1.24,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_1s_teacher_also_01_02_03_TS.wav,1,96000,7.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_Pablo_and_Maria_are_teachers_01_TS.wav,1,96000,3.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_grampas_hat_is_nice_01_02_TS.wav,1,96000,5.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_now_she-grandmother_is_old_01_02_TS.wav,1,96000,2.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_pants_1s_are_blue_01_02_TS.wav,1,96000,4.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_shirt_2nd_sg_inf_be_PRS_black_01_spkrTS.wav,1,96000,2.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_sibling_pl_1st_sg_be_PRS_older_than_1st_sg_02_spkrTS.wav,1,96000,2.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_siblings_1s_are_teachers_01_02_TS.wav,1,96000,6.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.wav,1,96000,6.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CLS1_they_got_maried_and_CLS2_have_3rd_pl_kids_01_spkrTS.wav,1,96000,2.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_come_home_with_me_01_02_03_spkrTS.wav,1,96000,3.52,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_come_to_work_with_me_01_02_03_spkrTS.wav,1,96000,4.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.wav,1,96000,4.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_go_home_with_Pedro_01_02_03_spkrTS.wav,1,96000,5.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.wav,1,96000,5.43,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_look_at_Maria_01_02_03_TS.wav,1,96000,8.41,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.wav,1,96000,9.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.wav,1,96000,5.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_look_into_my_eyes_01_02_03_TS.wav,1,96000,7.5,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_take_DET_PROX_moon_01_spkrJS.wav,1,96000,2.23,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.wav,1,96000,6.4,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_CMND_walk_backwards_01_02_03_TS.wav,1,96000,3.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_DEC_rain_COMPL_last_night_03_spkrTS.wav,1,96000,2.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_DEC_rain_FUT_tomorrow_03_spkrTS.wav,1,96000,2.25,WAV
